,Variants,HD,Count input,Count selected,Fitness
120850,RPTF,4,613,8,0.00357694401059
39941,DFHQ,4,30,2,0.0182722223207
137968,WHLG,4,1203,17966,4.09325119968
121410,RRKN,4,514,5,0.00266618029972
106490,PLPD,4,13,2,0.042166666894
41865,DMHQ,4,15,0,0.0
21229,VGWP,3,141,1,0.00194385343838
86571,LKSS,4,2870,789,0.0753490422181
5639,EQGL,3,281,608,0.593034404146
22997,VNCH,3,237,7,0.00809528836995
29959,ALPL,4,112,1,0.00244717263224
99599,NKLL,4,694,7,0.00276452931366
65066,HERC,4,174,7,0.0110263410556
112321,QIME,4,191,3,0.0043049738452
138894,WLCD,4,26,7,0.0737916670645
75213,IRDL,4,1241,19,0.00419627990444
19326,TQTV,3,27,0,0.0
45628,EEHF,4,52,0,0.0
69658,HVAG,4,792,565,0.195526621425
127318,SPHQ,4,266,3,0.0030911654302
16113,QNGN,3,779,118,0.0415171161845
43138,DRLQ,4,134,0,0.0
94162,MNPG,4,158,0,0.0
113945,QPEA,4,630,8,0.00348042329919
68737,HRIS,4,1180,21,0.00487775426359
23496,VPMT,3,213,8,0.0102942097582
86899,LLRG,4,2081,77,0.0101414785106
122621,RVSM,4,4312,61,0.00387733845628
71392,IECF,4,167,7,0.011488523016
6048,FDFY,3,64,1,0.00428255210642
27691,YHPV,3,255,2,0.0021496732142
69901,HVRP,4,2044,23,0.00308410797488
130042,TACY,4,22,0,0.0
77810,KCNW,4,21,0,0.0
45829,EEVI,4,399,5,0.00343462825578
10738,KKSV,3,1086,5,0.00126189380668
141616,WTRI,4,2742,39,0.0038983406483
142678,WYRN,4,629,12,0.00522893484536
122330,RTYF,4,676,6,0.00243269232081
33229,CEKC,4,36,0,0.0
10463,KDVC,3,809,16,0.00542068400121
88653,LRRR,4,2136,22,0.00282295569562
777,PFGV,2,808,169,0.0573268361177
66380,HIMW,4,138,1,0.00198611112182
53541,FITM,4,90,1,0.00304537038679
90612,MAHQ,4,53,0,0.0
124216,SEKK,4,83,0,0.0
142597,WYME,4,201,3,0.00409079604196
41013,DITA,4,152,1,0.00180317983428
109502,PWIQ,4,162,1,0.00169187243711
50009,ETDL,4,461,1,0.000594540856423
115258,QSWR,4,2069,16,0.0021195424635
99221,NIIL,4,320,2,0.00171302084257
74135,IMYT,4,1103,53,0.0131699154533
41383,DKVW,4,102,0,0.0
119796,RLTP,4,3517,29,0.00225999906441
135907,TYNH,4,30,0,0.0
73142,IKDY,4,265,1,0.00103427673514
130523,TCRP,4,44,1,0.00622916670025
55370,FQDS,4,80,0,0.0
26268,WDKI,3,381,6,0.00431627298915
123159,RYIA,4,575,4,0.00190666667695
34848,CKCM,4,194,17,0.0240176118133
23630,VPWM,3,49,1,0.00559353744512
59573,GHQE,4,12,1,0.0228402779009
3981,DCMV,3,23,0,0.0
58538,GEPR,4,376,0,0.0
50720,EWFG,4,71,377,1.45534390456
87260,LMRN,4,921,10,0.00297593197406
122153,RTLW,4,1558,13,0.00228695978982
15187,PSEV,3,366,1,0.000748861570522
94829,MQNP,4,229,0,0.0
94851,MQPT,4,194,2,0.00282560138981
6132,FDMP,3,83,2,0.00660441770629
96552,MWMS,4,510,1406,0.755610134793
36901,CRAM,4,675,2148,0.872194078777
132765,TLST,4,785,9,0.00314235670484
56769,FVFY,4,200,7,0.00959291671839
117553,REMG,4,1304,80,0.016814928516
145722,YLMT,4,1251,1235,0.270577872495
58542,GEPY,4,141,0,0.0
3569,CMNV,3,348,8,0.0063007663175
126692,SMMI,4,329,1,0.000833080045019
22533,VLRW,3,530,4,0.00206855347027
76151,ITTD,4,15,0,0.0
105519,PHSK,4,99,1,0.00276851853345
21426,VHMP,3,191,30,0.043049738452
144719,YHPW,4,133,1,0.00206077695347
120420,RNPC,4,407,14,0.00942792797876
95075,MRHE,4,129,1,0.00212467701404
64699,HCPR,4,271,7,0.0070796433346
73124,IKCY,4,390,5,0.00351388890783
149138,YYIP,4,246,5,0.00557079948803
48528,ENTC,4,91,1,0.00301190477814
143741,YETC,4,169,4,0.00648717952216
3106,CDMI,3,130,11,0.0231916667917
21935,VKAG,3,513,5262,2.81135771496
79009,KHAG,4,299,44,0.0403333335508
97638,NCRP,4,122,2,0.00449316942313
272,EIGV,2,558,638,0.313378436576
59077,GGEQ,4,239,3,0.00344037658759
79458,KIIA,4,511,2,0.00107273320865
120735,RPLY,4,1535,19,0.00339256245043
120504,RNTM,4,554,6,0.00296841156835
98179,NFHQ,4,33,0,0.0
5765,ETNV,3,162,0,0.0
94183,MNQK,4,37,0,0.0
123207,RYLP,4,1332,27,0.0055557432732
131650,THIK,4,13,0,0.0
41806,DMDK,4,47,2,0.0116631206303
118609,RHME,4,269,3,0.00305669146629
75367,IRNS,4,1048,36,0.00941507638664
35870,CNAM,4,338,1051,0.852253209723
22420,VLKS,3,878,10,0.00312167807302
34230,CHHG,4,74,3,0.0111114865464
48095,EMNC,4,60,1,0.00456805558019
80429,KMDG,4,529,4,0.00207246377929
133989,TQPL,4,34,1,0.00806127455327
44753,DYLG,4,44,12,0.074750000403
52773,FGNQ,4,47,0,0.0
122045,RTEF,4,904,8,0.00242551623727
82929,KVHN,4,472,7,0.00406479521966
35336,CLMK,4,540,17,0.00862854942924
36010,CNLH,4,701,16,0.00625582504562
11642,LFMV,3,1133,401,0.0970056639534
50650,EVYW,4,89,0,0.0
58679,GFAM,4,199,3,0.00413190957002
96992,MYTD,4,11,0,0.0
119020,RIQH,4,561,6,0.00293137256482
104707,PFKH,4,149,3,0.00551845640559
132941,TMHP,4,98,1,0.00279676872256
8008,HAIV,3,298,0,0.0
143286,YCLY,4,325,10,0.0084333333788
103363,NYLA,4,198,7,0.00968981486706
15671,QDQI,3,263,1,0.00104214195746
10789,KMGF,3,513,353,0.188599253778
25559,VWNL,3,497,23,0.0126839370235
42746,DQAR,4,79,0,0.0
15541,QDHG,3,297,9,0.00830555560034
101962,NSIH,4,257,2,0.00213294423978
69127,HSME,4,305,3,0.00269590165388
82625,KTLF,4,732,8,0.00299544628209
47337,EKIA,4,162,4,0.00676748974842
46109,EFRK,4,45,0,0.0
93336,MLFF,4,915,21,0.00629043719239
106327,PLDG,4,356,2,0.00153979401579
100507,NNCM,4,81,1,0.00338374487421
83629,KYHS,4,71,4,0.0154413146372
107547,PPQP,4,132,1,0.00207638890008
53372,FIIC,4,73,9,0.0337910960726
95790,MTHY,4,75,3,0.0109633333924
60233,GKNS,4,306,2,0.00179139434517
93812,MMNY,4,418,4,0.00262280703169
85620,LHAP,4,891,20,0.00615226340766
91125,MCTF,4,210,6,0.00783095242317
144479,YGWP,4,749,6,0.00219559413734
46165,EFVM,4,87,1,0.00315038315875
49382,ERHP,4,220,1,0.00124583334005
123600,SAPI,4,374,3,0.00219852942362
94477,MPMQ,4,70,1,0.00391547621159
114227,QPYL,4,659,9,0.00374317149211
97805,NEEW,4,54,0,0.0
12525,MDQS,3,67,0,0.0
94640,MQAE,4,135,1,0.00203024692453
18729,TDHS,3,16,0,0.0
36914,CRCF,4,508,10,0.00539534123644
67862,HNTK,4,141,1,0.00194385343838
136016,TYWR,4,28,0,0.0
44890,DYWG,4,12,0,0.0
139918,WNWT,4,1651,310,0.0514632548707
113555,QNAM,4,290,27,0.0255181035859
113884,QNYQ,4,153,1,0.00179139434517
75399,IRQM,4,83,1,0.00330220885315
142594,WYLY,4,938,20,0.00584399434565
79381,KICR,4,581,20,0.00943488243756
145233,YKDG,4,228,0,0.0
90309,LYLA,4,1157,9122,2.16092323262
14456,PDEG,3,59,0,0.0
43776,DTIK,4,67,0,0.0
138095,WHTE,4,443,1,0.000618698272711
136591,WCNN,4,288,17,0.0161785301798
95198,MRPT,4,881,11,0.00342215287505
117359,RCWT,4,447,44,0.0269791202051
130141,TALF,4,64,0,0.0
79653,KIVQ,4,990,4,0.00110740741338
85260,LGAC,4,465,552,0.325363442614
114710,QRIY,4,353,5,0.00388220020979
16345,QVGS,3,6793,5358,0.216184087725
22926,VMVI,3,593,12,0.00554637439753
89795,LVWT,4,1687,52,0.00844833041504
50067,ETHQ,4,79,0,0.0
13960,NMGF,3,219,6,0.00750913246058
95473,MSKR,4,498,9,0.00495331327972
50515,EVPM,4,231,1,0.00118650794291
26979,WSYV,3,2533,2620,0.283497172209
52244,FFAI,4,201,489,0.666799754839
138667,WKKY,4,232,2,0.00236278736906
5859,EYGI,3,32,145,1.24194011086
74435,INVK,4,531,5,0.00258082236169
121492,RRPW,4,664,7,0.0028894327465
116770,RAHA,4,2094,23,0.0030104664282
35784,CMST,4,1859,62,0.00914102569031
82042,KRSM,4,935,8,0.00234509805186
125241,SHIM,4,127,1,0.00215813649458
131091,TFPA,4,151,1,0.00181512142259
76644,IWFA,4,1407,11336,2.20825066341
73607,ILMG,4,829,1080,0.357068759464
87256,LMRI,4,823,13,0.00432938438948
143309,YCNG,4,75,5,0.0182722223207
123985,SCRN,4,179,9,0.0137807263313
51135,EYPQ,4,19,0,0.0
118935,RIKR,4,925,10,0.00296306307904
127568,SQAG,4,370,30,0.0222229730928
73459,ILCH,4,1420,20,0.00386032865931
47828,ELSH,4,452,3,0.00181913717795
4867,EAPV,3,338,2,0.00162179488054
71981,IFSP,4,3673,38,0.00283560215704
89172,LTEL,4,845,7,0.00227051283275
5995,FDDA,3,61,1,0.00449316942313
2737,ASSV,3,74,1,0.0037038288488
129115,SVLC,4,1560,60,0.0105416667235
101015,NPNR,4,118,2,0.00464548025104
96790,MYEW,4,153,0,0.0
4166,DDSS,3,59,0,0.0
3088,CDLI,3,363,17,0.0128358586551
89827,LWAN,4,376,22,0.0160367908666
69564,HTSD,4,10,0,0.0
74746,IPSP,4,1585,12,0.00207507887554
131338,TGIG,4,50,0,0.0
104266,PECP,4,182,6,0.00903571433443
94454,MPLK,4,102,0,0.0
40705,DHTH,4,18,0,0.0
109156,PVIQ,4,330,7,0.00581388892024
120851,RPTG,4,850,6,0.00193470589278
58031,GCDC,4,46,0,0.0
126329,SLLY,4,2583,20,0.00212220932877
46121,EFSC,4,50,2,0.0109633333924
55097,FPIR,4,320,1,0.000856510421285
48276,ENCC,4,84,197,0.642790678069
58350,GECH,4,156,0,0.0
29958,ALPK,4,27,0,0.0
34777,CIVN,4,564,19,0.00923330383229
46489,EGTQ,4,271,3,0.00303413285769
128852,STQT,4,460,6,0.00357500001928
93569,MLVQ,4,2443,19,0.00213163461376
12894,MLSV,3,2875,75,0.00715000003855
112015,QHPH,4,274,3,0.00300091242494
10970,KSDV,3,943,8,0.00232520326457
28804,AFPS,4,56,0,0.0
19701,VALM,3,103,12,0.0319320390071
65758,HGRK,4,290,4,0.0037804597905
85498,LGRA,4,1290,34,0.00722390184773
52200,FEVW,4,66,2,0.00830555560034
141863,WVKI,4,959,48,0.0137184567997
78598,KFVH,4,366,2,0.00149772314104
24047,VREE,3,114,0,0.0
130041,TACW,4,24,0,0.0
113319,QMIQ,4,195,2,0.00281111112627
50610,EVVQ,4,1131,7,0.0016963601624
65318,HFLA,4,1553,322,0.0568286115964
108713,PTCE,4,148,3,0.0055557432732
93902,MMTW,4,295,3,0.00278728815062
16150,QPGM,3,721,67,0.0254696025414
27223,YDAY,3,303,9,0.00814108915281
35847,CMYH,4,310,8,0.00707311831771
124173,SEHA,4,266,4,0.00412155390693
12787,MICV,3,315,933,0.811808734536
119618,RLIG,4,1562,24,0.00421126762834
57945,GAVH,4,678,0,0.0
83899,LACR,4,908,24,0.00724449343113
121210,RQTW,4,159,1,0.00172379455856
30281,AMPL,4,43,0,0.0
25717,VYAG,3,414,6388,4.22909261539
136993,WERE,4,2111,23,0.0029862229752
82432,KSVN,4,1360,10,0.00201531863832
34226,CHHA,4,156,11,0.0193263889931
145892,YMAC,4,325,214,0.180473334306
22195,VKSN,3,584,6,0.00281592467272
31747,ATRC,4,16,1,0.0171302084257
125575,SIHW,4,131,0,0.0
53083,FHLY,4,160,2,0.00342604168514
119784,RLTA,4,3329,27,0.0022229648663
103453,NYRF,4,64,2,0.00856510421285
50081,ETIL,4,367,2,0.00149364215156
4080,DDLI,3,21,0,0.0
41559,DLKQ,4,50,0,0.0
87394,LNCT,4,765,2818,1.00962985294
111893,QHFM,4,148,6,0.0111114865464
14570,PDMP,3,123,4,0.00891327918085
81296,KPPQ,4,321,4,0.00341536865808
95164,MRMY,4,397,8,0.00552308987025
17822,SDRA,3,1127,15,0.00364795920334
139738,WNLD,4,23,4,0.0476666669237
68734,HRIP,4,1197,8,0.00183180173642
148059,YTFK,4,339,5,0.00404252706211
30527,ANNI,4,12,0,0.0
104354,PEIN,4,68,1,0.00403063727663
39438,DCMP,4,47,1,0.00583156031513
22186,VKSC,3,463,164,0.0970835138424
27036,WVGQ,3,6216,1835,0.080911023066
56504,FTMG,4,106,207,0.535238210433
1035,VAGP,2,277,19,0.0187999399329
25554,VWNF,3,171,4,0.00641130607745
67648,HNEM,4,85,1,0.00322450982131
60131,GKHE,4,101,2,0.00542739276854
34205,CHET,4,201,8,0.0109087894452
14751,PEGL,3,391,11,0.0077107843553
64972,HEKW,4,23,0,0.0
138297,WIKA,4,803,668,0.228004567439
135314,TVPA,4,147,1,0.00186451248171
90468,LYVQ,4,878,2,0.000624335614604
20,VDAV,1,139,93,0.120576126726
136069,WACR,4,4887,191,0.0107120763145
13592,NDRL,3,697,6,0.00235939743022
144807,YHVR,4,1324,6,0.0012420694931
52552,FFWK,4,29,2,0.0189022989525
7006,GDAF,3,260,1,0.00105416667235
32129,AVWN,4,23,2,0.0238333334618
120618,RPDQ,4,605,8,0.00362424244378
31493,ASTE,4,19,0,0.0
101688,NRNE,4,75,1,0.00365444446415
147966,YSYI,4,312,13,0.0114201389505
133666,TPLS,4,213,5,0.00643388109885
138845,WKWL,4,1953,24,0.00336815157986
26088,WASV,3,5841,126,0.00591242941041
54143,FLNT,4,510,4,0.0021496732142
9731,IMGN,3,902,584,0.17745528551
104183,PCVA,4,704,34,0.013236979238
47709,ELKQ,4,53,0,0.0
72507,IHHR,4,97,0,0.0
137521,WGEK,4,1180,11,0.00255501413807
45591,EEEE,4,79,0,0.0
96730,MYAN,4,301,12,0.0109269103579
10548,KEPV,3,776,9,0.00317880156353
24552,VSPR,3,840,9,0.00293660715869
144120,YFVW,4,502,3,0.001637948216
53035,FHIG,4,58,12,0.0567068968575
30125,AMCQ,4,17,2,0.0322450982131
88690,LRTQ,4,830,5,0.00165110442657
129931,SYSS,4,1043,19,0.00499288912887
27421,YDPY,3,195,2,0.00281111112627
111754,QGTY,4,1093,8,0.00200609943137
71692,IEWS,4,207,1,0.00132407408121
137029,WETC,4,725,14,0.0052926437067
266,EDWV,2,302,4,0.00363024284518
49796,ESMP,4,300,5,0.00456805558019
60000,GIVT,4,1535,18,0.00321400653199
144913,YIEN,4,198,0,0.0
137472,WGAT,4,10059,314,0.0085557378597
9617,IIGN,3,808,1847,0.626524652718
34152,CHAW,4,79,5,0.017347046507
89516,LVEA,4,1307,38,0.00796875801287
112973,QLIY,4,465,6,0.00353655915885
14702,PDWA,3,94,2,0.00583156031513
14432,PDCW,3,16,0,0.0
56228,FSQY,4,69,0,0.0
27390,YDNG,3,156,3,0.00527083336175
86072,LIIP,4,1447,14,0.00265180835339
139498,WMSG,4,2848,46,0.0044269077954
97003,MYTQ,4,369,2,0.00148554653014
69566,HTSF,4,494,4,0.00221929825758
103295,NYFF,4,42,3,0.0195773810579
50528,EVQG,4,108,3,0.00761342596698
40400,DGRT,4,125,1,0.00219266667849
24399,VSEK,3,131,2,0.00418447839406
146258,YNCF,4,182,21,0.0316250001705
132501,TLAF,4,176,2,0.00311458335013
76472,IVRP,4,1665,19,0.00312767769454
16500,RCKV,3,196,3,0.00419515308384
6839,FVGT,3,1125,11742,2.86069912654
114242,QQAH,4,330,3,0.0024916666801
65289,HFIK,4,167,1,0.00164121757372
30975,ARCF,4,10,2,0.0548166669622
140272,WPWT,4,2288,23,0.00275520834819
17933,SEEV,3,203,1,0.00135016421089
59767,GIEY,4,168,5,0.00815724210747
106203,PKSI,4,215,2,0.00254961241685
115607,QTWN,4,578,5,0.0023709631039
58628,GEVQ,4,421,1,0.000651029298839
139255,WMCE,4,321,9,0.00768457948069
96832,MYIG,4,526,88,0.0458542461281
81790,KRAW,4,660,4,0.00166111112007
44058,DVEI,4,42,1,0.00652579368598
6822,FVEV,3,144,1,0.00190335649174
81441,KQAP,4,724,4,0.00151427256802
104052,PCLL,4,438,32,0.0200243532282
100802,NNWW,4,69,1,0.00397222224364
134689,TSSC,4,168,6,0.00978869052897
891,RFGV,2,2151,10843,1.3816297533
93786,MMMM,4,295,25,0.0232274012552
36362,CPLR,4,1742,78,0.0122723881259
24846,VTLY,3,277,4,0.00395788209114
114882,QRVG,4,2768,2579,0.255368829652
26800,WNGG,3,2589,3188,0.337496203699
10893,KQAV,3,487,7,0.00393959618825
89455,LTYS,4,1129,68,0.0165081193686
132413,TKSH,4,123,1,0.00222831979521
141649,WTTD,4,22,0,0.0
90141,LWWS,4,419,22,0.0143910104197
86401,LKHM,4,167,0,0.0
72521,IHIM,4,92,0,0.0
21339,VHFR,3,404,6,0.0040705445764
71062,ICCT,4,593,375,0.173324199923
139361,WMIT,4,2112,37,0.00480164933144
137313,WFPG,4,1046,107,0.0280372053774
59804,GIIA,4,337,4,0.00325321465651
59462,GHHW,4,14,0,0.0
120159,RMTT,4,2562,21,0.00224658471157
113252,QMDY,4,385,5,0.00355952382872
26439,WDVL,3,5274,89,0.00462522123591
101744,NRRG,4,531,8,0.0041293157787
138057,WHRE,4,842,12,0.00390617579303
104388,PELL,4,311,1,0.000881296896499
21314,VHEI,3,38,3,0.0216381580114
123533,SAKQ,4,137,0,0.0
4898,ECHV,3,17,0,0.0
107428,PPIA,4,276,3,0.00297916668273
25436,VWEQ,3,60,0,0.0
20096,VCPQ,3,180,5,0.00761342596698
92071,MGNE,4,225,1,0.00121814815472
3349,CFRV,3,508,19,0.0102511483492
148006,YTCL,4,938,45,0.0131489872777
126825,SMVN,4,880,4,0.00124583334005
21122,VGPQ,3,86,0,0.0
144236,YGFI,4,346,9,0.00712933529855
81030,KNVC,4,633,14,0.00606187470356
54539,FMRR,4,282,3,0.00291578015757
131221,TFYM,4,31,1,0.00884139789713
82595,KTIN,4,348,1,0.000787595789687
11182,LAKV,3,240,4,0.00456805558019
51562,FAWY,4,53,3,0.015514151027
38746,CYIP,4,360,26,0.0197949075141
36896,CRAG,4,922,3334,0.991099607658
125193,SHET,4,437,6,0.00376315791503
21453,VHPE,3,41,0,0.0
135933,TYQL,4,15,0,0.0
81534,KQHS,4,289,4,0.00379354096624
14079,NQGP,3,341,4,0.00321505378078
37270,CSCP,4,1236,41,0.00909176110619
129231,SVSG,4,1954,48,0.00673285571696
134473,TSDC,4,41,1,0.00668495938564
135216,TVHN,4,22,0,0.0
135599,TWMY,4,16,0,0.0
43515,DSNQ,4,62,1,0.00442069894857
126534,SMAT,4,1711,25,0.00400472435434
131324,TGHI,4,16,0,0.0
122323,RTWT,4,3274,31,0.00259516902234
30580,ANSN,4,26,0,0.0
84339,LCIT,4,902,99,0.0300823172354
9469,IEGQ,3,319,34,0.0292126438357
47855,ELTS,4,331,1,0.000828046328734
129481,SWLT,4,1212,282,0.0637718650303
50184,ETQF,4,51,0,0.0
59164,GGLL,4,1838,15,0.00223680632327
20029,VCKY,3,95,0,0.0
96247,MVQA,4,86,6,0.0191220931264
103316,NYHK,4,10,0,0.0
73497,ILEI,4,328,3,0.00250685976961
85416,LGLM,4,796,28,0.00964112233004
64835,HEAH,4,174,0,0.0
67408,HMML,4,587,6,0.00280153323487
114001,QPIE,4,188,1,0.00145789007878
8308,HDRW,3,135,2,0.00406049384905
91652,MFIE,4,696,6,0.00236278736906
80033,KKYP,4,471,10,0.00581917908304
45180,EASQ,4,503,3,0.00163469185772
21068,VGLQ,3,287,4,0.00381997679179
68606,HQYP,4,165,3,0.0049833333602
34851,CKCQ,4,348,9,0.00708836210718
11628,LFGL,3,5221,35711,1.87469641246
98532,NGIH,4,149,1,0.00183948546853
129719,SYEA,4,412,1,0.000665250812648
91160,MCWC,4,73,3,0.0112636986909
146253,YNAW,4,217,5,0.00631528421224
68437,HQMG,4,81,95,0.32145576305
82906,KVFI,4,1136,189,0.0456001322881
1457,VFAV,2,1241,1523,0.336364962866
2069,WDGI,2,2295,47,0.00561303561487
120121,RMRT,4,4530,32,0.00193612951743
59059,GGDQ,4,215,0,0.0
137344,WFQY,4,306,1,0.000895697172585
146364,YNKC,4,72,3,0.0114201389505
32471,CAEE,4,122,8,0.0179726776925
2780,AVFV,3,39,55,0.386527779862
80156,KLIK,4,282,5,0.00485963359594
21748,VILW,3,120,2,0.00456805558019
97425,NCCA,4,94,204,0.594819152143
138338,WIMF,4,463,35,0.0207190425883
36994,CRHN,4,214,6,0.00768457948069
7547,GKGM,3,479,437,0.2500509756
21636,VIDQ,3,325,4,0.00337333335152
40205,DGDA,4,54,1,0.00507561731132
89596,LVKH,4,499,5,0.00274632600011
1626,VKGS,2,2334,7206,0.846205874314
33660,CFPS,4,590,23,0.0106846045774
115284,QTAE,4,725,4,0.0015121839162
136817,WEEQ,4,523,3,0.00157217974079
120523,RNVM,4,1702,16,0.00257657659047
82734,KTSE,4,868,6,0.00189458526367
58610,GETR,4,411,1,0.000666869427764
85142,LFQS,4,481,9,0.00512837840603
39526,DCTM,4,31,1,0.00884139789713
142183,WWHK,4,233,4,0.00470529330148
20613,VFDM,3,490,6,0.00335612246707
29697,AKSR,4,82,1,0.00334247969282
49058,EQIL,4,63,0,0.0
147191,YQSM,4,374,14,0.0102598039769
87850,LPKW,4,84,1,0.00326289684299
52037,FEKG,4,11,0,0.0
109809,PYFT,4,246,4,0.00445663959042
117644,RESC,4,1584,25,0.00432581020851
113309,QMIE,4,168,0,0.0
71202,ICMP,4,172,20,0.0318701552106
120095,RMQL,4,1249,8,0.00175553777301
9443,IDYM,3,81,0,0.0
137858,WHDG,4,594,7,0.00322993828902
70844,IALR,4,793,7,0.00241939892015
24295,VRVR,3,2104,16,0.00208428391491
125058,SGTK,4,275,2,0.00199333334408
79530,KINA,4,397,7,0.00483270363647
15422,QCGM,3,267,1377,1.4135309065
72813,IIER,4,496,7,0.00386811158
106095,PKLI,4,207,2,0.00264814816243
98417,NFYW,4,57,0,0.0
113676,QNKG,4,145,5,0.00945114947625
51943,FECS,4,106,23,0.0594709122703
105978,PKCT,4,361,21,0.0159439059031
22453,VLMM,3,686,15,0.00599307583406
140626,WQYC,4,332,31,0.0255921186119
59180,GGMI,4,165,1,0.00166111112007
76910,IWYR,4,515,3,0.00159660195036
79665,KIWI,4,201,1,0.00136359868065
42297,DNPH,4,41,0,0.0
4887,ECGK,3,29,2,0.0189022989525
84045,LAMR,4,835,12,0.00393892217693
63933,GYIT,4,159,2,0.00344758911712
143329,YCPI,4,131,6,0.0125534351822
51660,FCFK,4,50,7,0.0383716668736
148560,YVQR,4,743,12,0.00442664874527
92746,MIMW,4,165,4,0.00664444448027
41487,DLEQ,4,77,1,0.00355952382872
55322,FQAE,4,54,0,0.0
126949,SNFL,4,892,6,0.00184360987541
121614,RRYI,4,719,25,0.00953001859566
67182,HLVA,4,3358,62,0.00506050231039
51951,FEDG,4,30,0,0.0
67680,HNHH,4,79,0,0.0
8565,HIGN,3,524,989,0.517306141466
74335,INNY,4,216,3,0.00380671298349
124468,SFDG,4,457,5,0.00299872357561
134798,TTCE,4,41,0,0.0
35390,CLQI,4,232,9,0.0106325431608
122314,RTWI,4,1192,12,0.0027592282028
55637,FQYF,4,20,1,0.0137041667406
102509,NTWL,4,441,3,0.00186451248171
124140,SEEF,4,124,2,0.00442069894857
67130,HLRG,4,1103,43,0.0106850257451
59578,GHQK,4,17,0,0.0
114792,QRPK,4,280,2,0.00195773810579
98550,NGKH,4,112,0,0.0
83080,KVRN,4,2391,24,0.00275115016122
132357,TKPE,4,35,1,0.00783095242317
106966,PMYI,4,174,0,0.0
41053,DIWG,4,16,0,0.0
14096,NQTV,3,83,0,0.0
142643,WYPQ,4,495,8,0.00442962965351
59015,GGAG,4,539,1,0.000508503404102
79132,KHKC,4,67,2,0.00818159208391
11299,LDEQ,3,171,1,0.00160282651936
8055,HCVV,3,463,25,0.0147993161345
142982,YAPG,4,535,11,0.00563535828584
131631,THFP,4,70,2,0.00783095242317
109134,PVHL,4,313,4,0.0035026624257
129919,SYSE,4,304,3,0.00270476975143
140440,WQLA,4,3319,32457,2.68030213859
89763,LVVE,4,2156,14,0.00177976191436
4025,DDDS,3,29,0,0.0
31267,ASAW,4,34,0,0.0
39613,DEDA,4,32,0,0.0
134667,TSQT,4,38,0,0.0
125027,SGRS,4,2055,22,0.00293422548216
149171,YYLL,4,633,56,0.0242474988143
30711,APFR,4,45,0,0.0
79743,KKDQ,4,234,0,0.0
56248,FSSC,4,344,13,0.0103578004434
33948,CGLP,4,2457,79,0.00881261027679
12417,MDIS,3,533,4,0.0020569105802
113226,QMCM,4,207,25,0.0331018520303
108016,PRAR,4,1281,10,0.00213960448721
64641,HCLM,4,220,18,0.0224250001209
130947,TFEA,4,99,0,0.0
62492,GSDS,4,626,5,0.00218916401606
123305,RYSC,4,341,4,0.00321505378078
34478,CIAA,4,1315,14678,3.05931193031
40341,DGNG,4,25,0,0.0
20341,VEIH,3,142,1,0.00193016432966
123532,SAKP,4,381,1,0.000719378831525
75813,ISTP,4,2774,22,0.00217369623859
31100,ARMM,4,19,0,0.0
58073,GCFK,4,58,2,0.00945114947625
99439,NIYN,4,68,0,0.0
76925,IYAN,4,390,40,0.0281111112627
132247,TKFW,4,27,0,0.0
78052,KEHG,4,398,4,0.00275460638001
68518,HQRR,4,460,3,0.00178750000964
35342,CLMR,4,1434,53,0.0101299977301
149205,YYNI,4,51,0,0.0
41655,DLRA,4,404,2,0.00135684819213
115895,QVRW,4,1919,17,0.00242804413329
101827,NRWS,4,465,1,0.000589426526476
62815,GTCP,4,371,11,0.00812646006178
12189,LYGC,3,695,10994,4.33564342865
26294,WDLR,3,3929,41,0.00286012133552
44948,EACT,4,394,200,0.139128596351
136570,WCMK,4,162,7,0.0118431070597
49598,ERWP,4,275,6,0.00598000003224
106059,PKII,4,120,1,0.00228402779009
37824,CTRC,4,620,10,0.00442069894857
120199,RMWY,4,1083,11,0.00278385658626
142315,WWQQ,4,288,3,0.00285503473762
34035,CGRL,4,1522,81,0.0145865638106
9196,IDFQ,3,173,1,0.00158429673301
86981,LLWP,4,2569,19,0.00202708577712
135704,TWVP,4,116,1,0.00236278736906
39274,DAYQ,4,18,0,0.0
24616,VSTG,3,675,17,0.00690283954339
7940,GWRV,3,129,1,0.00212467701404
75328,IRLQ,4,1240,18,0.00397862905371
145714,YLMK,4,380,4,0.00288508773485
115449,QTME,4,319,2,0.00171839081386
17658,SDEW,3,94,1,0.00291578015757
76694,IWIS,4,895,9,0.00275614526626
52216,FEWS,4,70,0,0.0
17674,SDFS,3,542,21,0.0106194650019
140841,WRNL,4,3025,58,0.00525515154349
9837,IQGG,3,269,283,0.288347894987
90000,LWNC,4,232,12,0.0141767242144
84005,LAKN,4,157,1,0.00174575372491
46228,EGCH,4,196,3,0.00419515308384
80418,KMCQ,4,458,11,0.0065827875173
118041,RFVP,4,5190,68,0.00359107259483
145077,YIQQ,4,145,0,0.0
109957,PYRC,4,125,3,0.00657800003547
17094,RKTV,3,1395,13,0.00255418161473
13144,MTGS,3,889,878,0.270691977462
32919,CCLT,4,773,403,0.142892087877
120114,RMRL,4,4424,55,0.00340745556388
55689,FRDC,4,82,4,0.0133699187713
115035,QSHP,4,942,15,0.00436438431228
2374,AFGR,3,120,3,0.00685208337028
79111,KHHW,4,71,0,0.0
79600,KIRT,4,1545,23,0.00408020498424
18677,TDDI,3,15,0,0.0
